eventId	programId	channel	start	xEnd	description	primeTime
50433992	359092	1	2012-11-30 22:00:00	2012-11-30 22:50:00	1' Stagione Ep.10 - 'The	0
50433994	364069	1	2012-11-30 22:50:00	2012-11-30 23:20:00	Ep.5 - Il magazine di	0
50433996	227506	1	2012-11-30 23:20:00	2012-12-01 00:15:00	Ep.7 - L'emozionante gara	0
50433998	111247	1	2012-12-01 00:15:00	2012-12-01 00:50:00	Ep.31 - L'appuntamento	0
50434000	188493	1	2012-12-01 00:50:00	2012-12-01 00:55:00	Ep. 58 - Politica e	0
50434002	170790	1	2012-12-01 00:55:00	2012-12-01 01:45:00	5' Stagione Ep.11 - 'Rock	0
50434004	170794	1	2012-12-01 01:45:00	2012-12-01 02:35:00	15' Stagione Ep.2 -	0
50434006	177197	1	2012-12-01 02:35:00	2012-12-01 03:00:00	Ep. 13 - Craig Busch e'	0
50434008	177197	1	2012-12-01 03:00:00	2012-12-01 03:20:00	Ep. 1 - Craig Busch e'	0
51287933	366490	1	2012-12-01 03:20:00	2012-12-01 03:30:00	'A Muso Duro', il brano	0
50434010	181483	1	2012-12-01 03:30:00	2012-12-01 04:15:00	7' Stagione Ep.8 - Il	0
50434012	111247	1	2012-12-01 04:15:00	2012-12-01 04:45:00	Ep.31 - L'appuntamento	0
51287935	122523	1	2012-12-01 04:45:00	2012-12-01 05:15:00	2' Stagione Ep.45 - I	0
51287937	364069	1	2012-12-01 05:15:00	2012-12-01 05:40:00	Ep.5 - Il magazine di	0
50434018	188493	1	2012-12-01 05:40:00	2012-12-01 05:50:00	Ep. 58 - Politica e	0
50434020	188493	1	2012-12-01 05:50:00	2012-12-01 06:00:00	Ep. 57 - Politica e	0
51308973	170802	1	2012-12-01 06:00:00	2012-12-01 06:55:00	3' Stagione Ep.11 - 'Eros	0
51309051	366343	1	2012-12-01 06:55:00	2012-12-01 07:00:00	Una rubrica dedicata al	0
51308977	188493	1	2012-12-01 07:00:00	2012-12-01 07:10:00	Ep. 58 - Politica e	0
51308979	111247	1	2012-12-01 07:10:00	2012-12-01 07:45:00	Ep.31 - L'appuntamento	0
51308981	177197	1	2012-12-01 07:45:00	2012-12-01 08:10:00	Ep. 7 - Craig Busch e'	0
51308983	177197	1	2012-12-01 08:10:00	2012-12-01 08:35:00	Ep. 8 - Craig Busch e'	0
51308985	362411	1	2012-12-01 08:35:00	2012-12-01 09:00:00	Ep.31 - Alessandro	0
51308987	188493	1	2012-12-01 09:00:00	2012-12-01 09:05:00	Ep. 58 - Politica e	0
51308989	364082	1	2012-12-01 09:05:00	2012-12-01 09:50:00	1' Stagione Ep.4 - 'It's	0
51308991	366343	1	2012-12-01 09:50:00	2012-12-01 09:55:00	Una rubrica dedicata al	0
51308993	364069	1	2012-12-01 09:55:00	2012-12-01 10:25:00	Ep.5 - Il magazine di	0
51308995	111247	1	2012-12-01 10:25:00	2012-12-01 11:00:00	Ep.31 - L'appuntamento	0
51308997	362964	1	2012-12-01 11:00:00	2012-12-01 11:45:00	2' Stagione Ep.6 - Ashley	0
51308999	362964	1	2012-12-01 11:45:00	2012-12-01 12:30:00	2' Stagione Ep.7 - La	0
51309001	369081	1	2012-12-01 12:30:00	2012-12-01 12:40:00	Il videoclip di 'Un	0
51309003	364069	1	2012-12-01 12:40:00	2012-12-01 13:10:00	Ep.5 - Il magazine di	0
51309005	368005	1	2012-12-01 13:10:00	2012-12-01 13:35:00	Per i Muse il 2012 e'	0
51309007	367504	1	2012-12-01 13:35:00	2012-12-01 13:45:00	Ep.7 - A pochi minuti	0
51309009	361505	1	2012-12-01 13:45:00	2012-12-01 16:20:00	Ep.7 - L'attesissima	0
51309011	227506	1	2012-12-01 16:20:00	2012-12-01 17:10:00	Ep.7 - L'emozionante gara	0
51309013	367136	1	2012-12-01 17:10:00	2012-12-01 17:30:00	L'hanno definita la	0
51309015	364069	1	2012-12-01 17:30:00	2012-12-01 18:00:00	Ep.5 - Il magazine di	0
51309017	364083	1	2012-12-01 18:00:00	2012-12-01 18:45:00	Ep.5 - 'Clothes Off Your	0
51309019	364082	1	2012-12-01 18:45:00	2012-12-01 19:35:00	1' Stagione Ep.5 - 'Beach	0
51309021	228712	1	2012-12-01 19:35:00	2012-12-01 20:10:00	Ep.6 - Il meglio della	0
51309023	362411	1	2012-12-01 20:10:00	2012-12-01 20:35:00	Ep.29 - Alessandro	0
51309025	189403	1	2012-12-01 20:35:00	2012-12-01 21:10:00	Ep. 12 - Gli sketch piu'	0
51309027	170789	1	2012-12-01 21:10:00	2012-12-01 22:00:00	8' Stagione Ep.802A -	0
51309029	170789	1	2012-12-01 22:00:00	2012-12-01 22:50:00	8' Stagione Ep.802B -	0
51309033	361505	1	2012-12-01 22:50:00	2012-12-02 01:25:00	Ep.7 - L'attesissima	0
51309035	227506	1	2012-12-02 01:25:00	2012-12-02 02:15:00	Ep.7 - L'emozionante gara	0
51309037	366490	1	2012-12-02 02:15:00	2012-12-02 02:20:00	'A Muso Duro', il brano	0
51309039	364069	1	2012-12-02 02:20:00	2012-12-02 02:45:00	Ep.5 - Il magazine di	0
51309041	346352	1	2012-12-02 02:45:00	2012-12-02 03:20:00	Ep. 12 - Gli sketch piu'	0
51309043	362964	1	2012-12-02 03:20:00	2012-12-02 04:05:00	2' Stagione Ep.6 - Ashley	0
51309045	362964	1	2012-12-02 04:05:00	2012-12-02 04:50:00	2' Stagione Ep.7 - La	0
51309047	346352	1	2012-12-02 04:50:00	2012-12-02 05:20:00	Ep. 12 - Gli sketch piu'	0
51309049	346352	1	2012-12-02 05:20:00	2012-12-02 05:55:00	Ep. 12 - Gli sketch piu'	0
51308975	369081	1	2012-12-02 05:55:00	2012-12-02 06:00:00	Il videoclip di 'Un	0
51311555	170802	1	2012-12-02 06:00:00	2012-12-02 06:55:00	3' Stagione Ep.12 -	0
51323981	366343	1	2012-12-02 06:55:00	2012-12-02 07:00:00	Una rubrica dedicata al	0
51323983	177197	1	2012-12-02 07:00:00	2012-12-02 07:25:00	Ep. 19 - Craig Busch e'	0
51311559	362411	1	2012-12-02 07:25:00	2012-12-02 07:55:00	Ep.30 - Alessandro	0
51311561	346352	1	2012-12-02 07:55:00	2012-12-02 08:30:00	Ep. 12 - Gli sketch piu'	0
51311563	368005	1	2012-12-02 08:30:00	2012-12-02 08:55:00	Per i Muse il 2012 e'	0
51311565	228709	1	2012-12-02 08:55:00	2012-12-02 09:30:00	Ep.6 - Il meglio della	0
51323985	369081	1	2012-12-02 09:30:00	2012-12-02 09:35:00	Il videoclip di 'Un	0
51311567	364083	1	2012-12-02 09:35:00	2012-12-02 10:20:00	Ep.5 - 'Clothes Off Your	0
51323987	366343	1	2012-12-02 10:20:00	2012-12-02 10:25:00	Una rubrica dedicata al	0
51311569	361505	1	2012-12-02 10:25:00	2012-12-02 13:00:00	Ep.7 - L'attesissima	0
51311571	227506	1	2012-12-02 13:00:00	2012-12-02 13:55:00	Ep.7 - L'emozionante gara	0
51311573	368005	1	2012-12-02 13:55:00	2012-12-02 14:20:00	Per i Muse il 2012 e'	0
51323997	366490	1	2012-12-02 14:20:00	2012-12-02 14:25:00	'A Muso Duro', il brano	0
51311575	364082	1	2012-12-02 14:25:00	2012-12-02 15:15:00	1' Stagione Ep.5 - 'Beach	0
51311577	364069	1	2012-12-02 15:15:00	2012-12-02 15:40:00	Ep.5 - Il magazine di	0
51323991	369081	1	2012-12-02 15:40:00	2012-12-02 15:50:00	Il videoclip di 'Un	0
51311579	228709	1	2012-12-02 15:50:00	2012-12-02 16:25:00	Ep.6 - Il meglio della	0
51311581	362411	1	2012-12-02 16:25:00	2012-12-02 16:50:00	Ep.31 - Alessandro	0
51311583	362964	1	2012-12-02 16:50:00	2012-12-02 17:40:00	2' Stagione Ep.6 - Ashley	0
51311585	362964	1	2012-12-02 17:40:00	2012-12-02 18:30:00	2' Stagione Ep.7 - La	0
51311587	346352	1	2012-12-02 18:30:00	2012-12-02 19:00:00	Ep. 12 - Gli sketch piu'	0
51311589	197638	1	2012-12-02 19:00:00	2012-12-02 20:40:00	Regia di K.Reisz, con	0
51311591	364069	1	2012-12-02 20:40:00	2012-12-02 21:10:00	Ep.5 - Il magazine di	0
51311593	364082	1	2012-12-02 21:10:00	2012-12-02 22:00:00	1' Stagione Ep.5 - 'Beach	0
51311595	364083	1	2012-12-02 22:00:00	2012-12-02 22:45:00	Ep.5 - 'Clothes Off Your	0
51311597	359421	1	2012-12-02 22:45:00	2012-12-02 23:35:00	1' Stagione Ep.10 - 'The	0
51311599	237579	1	2012-12-02 23:35:00	2012-12-03 00:25:00	2' Stagione Ep.10 - Scott	0
51311601	361505	1	2012-12-03 00:25:00	2012-12-03 02:55:00	Ep.7 - L'attesissima	0
51311603	227506	1	2012-12-03 02:55:00	2012-12-03 03:40:00	Ep.7 - L'emozionante gara	0
51323993	366490	1	2012-12-03 03:40:00	2012-12-03 03:50:00	'A Muso Duro', il brano	0
51311605	364069	1	2012-12-03 03:50:00	2012-12-03 04:15:00	Ep.5 - Il magazine di	0
51311607	122523	1	2012-12-03 04:15:00	2012-12-03 04:40:00	2' Stagione Ep.45 - I	0
51323995	369081	1	2012-12-03 04:40:00	2012-12-03 04:50:00	Il videoclip di 'Un	0
51311609	346352	1	2012-12-03 04:50:00	2012-12-03 05:20:00	Ep. 12 - Gli sketch piu'	0
51311557	346352	1	2012-12-03 05:20:00	2012-12-03 05:50:00	Ep. 12 - Gli sketch piu'	0
51323989	366490	1	2012-12-03 05:50:00	2012-12-03 06:00:00	'A Muso Duro', il brano	0
51317374	209469	1	2012-12-03 06:00:00	2012-12-03 06:30:00	Ep. 1 - Frank Matano,	0
51317376	177197	1	2012-12-03 06:30:00	2012-12-03 06:55:00	Ep. 13 - Craig Busch e'	0
51317378	177197	1	2012-12-03 06:55:00	2012-12-03 07:20:00	Ep. 1 - Craig Busch e'	0
51317380	228709	1	2012-12-03 07:20:00	2012-12-03 07:50:00	Ep.6 - Il meglio della	0
51317382	362411	1	2012-12-03 07:50:00	2012-12-03 08:15:00	Ep.31 - Alessandro	0
51317384	181483	1	2012-12-03 08:15:00	2012-12-03 09:05:00	7' Stagione Ep.8 - Il	0
51317386	366480	1	2012-12-03 09:05:00	2012-12-03 09:30:00	4' Stagione Ep.7 - In	0
51317388	366481	1	2012-12-03 09:30:00	2012-12-03 10:00:00	Ep. 7 - Per mostrare come	0
51317390	188493	1	2012-12-03 10:00:00	2012-12-03 10:05:00	Ep. 58 - Politica e	0
51317392	170794	1	2012-12-03 10:05:00	2012-12-03 10:55:00	15' Stagione Ep.2 -	0
51317394	170790	1	2012-12-03 10:55:00	2012-12-03 11:45:00	5' Stagione Ep.11 - 'Rock	0
51317396	228709	1	2012-12-03 11:45:00	2012-12-03 12:20:00	Ep.6 - Il meglio della	0
51317398	362411	1	2012-12-03 12:20:00	2012-12-03 12:50:00	Ep.31 - Alessandro	0
51317400	188493	1	2012-12-03 12:50:00	2012-12-03 13:00:00	Ep. 58 - Politica e	0
51317402	170789	1	2012-12-03 13:00:00	2012-12-03 13:50:00	4' Stagione Ep.407 - 'The	0
51317404	366480	1	2012-12-03 13:50:00	2012-12-03 14:10:00	4' Stagione Ep.7 - In	0
51317406	366481	1	2012-12-03 14:10:00	2012-12-03 14:35:00	Ep. 7 - Per mostrare come	0
51317408	228709	1	2012-12-03 14:35:00	2012-12-03 15:10:00	Ep.6 - Il meglio della	0
51317410	362411	1	2012-12-03 15:10:00	2012-12-03 15:35:00	Ep.31 - Alessandro	0
51317412	368090	1	2012-12-03 15:35:00	2012-12-03 15:50:00	Aspettando la 2a stagione	0
51317414	181483	1	2012-12-03 15:50:00	2012-12-03 16:40:00	7' Stagione Ep.9 - Il	0
51317416	368056	1	2012-12-03 16:40:00	2012-12-03 16:55:00	Joe Bastianich: Affari di	0
51317418	188493	1	2012-12-03 16:55:00	2012-12-03 17:05:00	Ep. 58 - Politica e	0
51317420	177197	1	2012-12-03 17:05:00	2012-12-03 17:30:00	Ep. 3 - Craig Busch e'	0
51317422	170790	1	2012-12-03 17:30:00	2012-12-03 18:20:00	5' Stagione Ep.12 - 'When	0
51317424	170794	1	2012-12-03 18:20:00	2012-12-03 19:10:00	15' Stagione Ep.3 -	0
51317426	226504	1	2012-12-03 19:10:00	2012-12-03 19:45:00	Ep.32 - L'appuntamento	0
51317428	362376	1	2012-12-03 19:45:00	2012-12-03 20:15:00	Ep.32 - Alessandro	0
51317430	366478	1	2012-12-03 20:15:00	2012-12-03 20:40:00	4' Stagione Ep.8 - Josh e	0
51317432	366477	1	2012-12-03 20:40:00	2012-12-03 21:00:00	Ep. 8 - Per mostrare come	0
51317434	188675	1	2012-12-03 21:00:00	2012-12-03 21:10:00	Ep. 59 - Politica e	0
51317436	364687	1	2012-12-03 21:10:00	2012-12-03 22:00:00	2' Stagione Ep.8 - Le	0
51317438	364687	1	2012-12-03 22:00:00	2012-12-03 22:50:00	2' Stagione Ep.9 - In	0
51317440	364687	1	2012-12-03 22:50:00	2012-12-03 23:20:00	2' Stagione Ep.10 - In	0
51317442	364069	1	2012-12-03 23:20:00	2012-12-03 23:50:00	Ep.5 - Il magazine di	0
51317444	368056	1	2012-12-03 23:50:00	2012-12-04 00:05:00	Bruno Barbieri: Chef a 7	0
51317446	362411	1	2012-12-04 00:05:00	2012-12-04 00:35:00	Ep.32 - Alessandro	0
51317448	111247	1	2012-12-04 00:35:00	2012-12-04 01:10:00	Ep.32 - L'appuntamento	0
51317450	188493	1	2012-12-04 01:10:00	2012-12-04 01:15:00	Ep. 59 - Politica e	0
51317452	170790	1	2012-12-04 01:15:00	2012-12-04 02:05:00	5' Stagione Ep.12 - 'When	0
51327001	366490	1	2012-12-04 02:05:00	2012-12-04 02:15:00	'A Muso Duro', il brano	0
51317455	170794	1	2012-12-04 02:15:00	2012-12-04 03:00:00	15' Stagione Ep.3 -	0
51317458	366480	1	2012-12-04 03:00:00	2012-12-04 03:20:00	4' Stagione Ep.8 - Josh e	0
51317460	366481	1	2012-12-04 03:20:00	2012-12-04 03:40:00	Ep. 8 - Per mostrare come	0
51317462	177197	1	2012-12-04 03:40:00	2012-12-04 04:05:00	Ep. 2 - Craig Busch e'	0
51317464	177197	1	2012-12-04 04:05:00	2012-12-04 04:30:00	Ep. 3 - Craig Busch e'	0
51327003	369081	1	2012-12-04 04:30:00	2012-12-04 04:35:00	Il videoclip di 'Un	0
51317466	181483	1	2012-12-04 04:35:00	2012-12-04 05:20:00	7' Stagione Ep.9 - Il	0
51317468	111247	1	2012-12-04 05:20:00	2012-12-04 05:50:00	Ep.32 - L'appuntamento	0
51317470	188493	1	2012-12-04 05:50:00	2012-12-04 06:00:00	Ep. 59 - Politica e	0
51317472	209469	1	2012-12-04 06:00:00	2012-12-04 06:25:00	Ep. 2 - Frank Matano,	0
51317474	177197	1	2012-12-04 06:25:00	2012-12-04 06:50:00	Ep. 2 - Craig Busch e'	0
51342453	366343	1	2012-12-04 06:50:00	2012-12-04 06:55:00	Una rubrica dedicata al	0
51317478	111247	1	2012-12-04 06:55:00	2012-12-04 07:30:00	Ep.32 - L'appuntamento	0
51317480	362411	1	2012-12-04 07:30:00	2012-12-04 08:00:00	Ep.32 - Alessandro	0
51342431	170791	1	2012-12-04 08:00:00	2012-12-04 08:45:00	7' Stagione Ep.9 - Due	0
51342433	366490	1	2012-12-04 08:45:00	2012-12-04 08:55:00	'A Muso Duro', il brano	0
51317484	366480	1	2012-12-04 08:55:00	2012-12-04 09:15:00	4' Stagione Ep.8 - Josh e	0
51317486	366481	1	2012-12-04 09:15:00	2012-12-04 09:35:00	Ep. 8 - Per mostrare come	0
51342435	366343	1	2012-12-04 09:35:00	2012-12-04 09:40:00	Una rubrica dedicata al	0
51317488	188493	1	2012-12-04 09:40:00	2012-12-04 09:50:00	Ep. 59 - Politica e	0
51317490	170794	1	2012-12-04 09:50:00	2012-12-04 10:35:00	15' Stagione Ep.3 -	0
51317492	170790	1	2012-12-04 10:35:00	2012-12-04 11:25:00	5' Stagione Ep.12 - 'When	0
51342437	369081	1	2012-12-04 11:25:00	2012-12-04 11:35:00	Il videoclip di 'Un	0
51317494	111247	1	2012-12-04 11:35:00	2012-12-04 12:10:00	Ep.32 - L'appuntamento	0
51317496	362411	1	2012-12-04 12:10:00	2012-12-04 12:40:00	Ep.32 - Alessandro	0
51317498	188493	1	2012-12-04 12:40:00	2012-12-04 12:45:00	Ep. 59 - Politica e	0
51317500	170789	1	2012-12-04 12:45:00	2012-12-04 13:30:00	4' Stagione Ep.408 - 'The	0
51342455	366490	1	2012-12-04 13:30:00	2012-12-04 13:40:00	'A Muso Duro', il brano	0
51317502	366480	1	2012-12-04 13:40:00	2012-12-04 14:05:00	4' Stagione Ep.8 - Josh e	0
51317504	366481	1	2012-12-04 14:05:00	2012-12-04 14:30:00	Ep. 8 - Per mostrare come	0
51317506	111247	1	2012-12-04 14:30:00	2012-12-04 15:00:00	Ep.32 - L'appuntamento	0
51342441	369081	1	2012-12-04 15:00:00	2012-12-04 15:10:00	Il videoclip di 'Un	0
51317508	362411	1	2012-12-04 15:10:00	2012-12-04 15:40:00	Ep.32 - Alessandro	0
51317510	368056	1	2012-12-04 15:40:00	2012-12-04 15:55:00	Bruno Barbieri: Chef a 7	0
51342443	170791	1	2012-12-04 15:55:00	2012-12-04 16:45:00	7' Stagione Ep.10 - Due	0
51317514	368090	1	2012-12-04 16:45:00	2012-12-04 16:55:00	Aspettando la 2a stagione	0
51317516	188493	1	2012-12-04 16:55:00	2012-12-04 17:05:00	Ep. 59 - Politica e	0
51317518	177197	1	2012-12-04 17:05:00	2012-12-04 17:30:00	Ep. 5 - Craig Busch e'	0
51317520	170790	1	2012-12-04 17:30:00	2012-12-04 18:20:00	5' Stagione Ep.13 -	0
51317523	170794	1	2012-12-04 18:20:00	2012-12-04 19:10:00	15' Stagione Ep.4 -	0
51317526	226504	1	2012-12-04 19:10:00	2012-12-04 19:45:00	Ep.33 - L'appuntamento	0
51317530	362376	1	2012-12-04 19:45:00	2012-12-04 20:15:00	Ep.33 - Alessandro	0
51317534	366478	1	2012-12-04 20:15:00	2012-12-04 20:40:00	4' Stagione Ep.9 - Una	0
51317538	366477	1	2012-12-04 20:40:00	2012-12-04 21:00:00	Ep. 9 - Per mostrare come	0
51317543	188675	1	2012-12-04 21:00:00	2012-12-04 21:10:00	Ep. 60 - Politica e	0
51317550	197638	1	2012-12-04 21:10:00	2012-12-04 22:50:00	Regia di K.Reisz, con	0
51317555	237579	1	2012-12-04 22:50:00	2012-12-04 23:40:00	2' Stagione Ep.10 - Scott	0
51317561	111247	1	2012-12-04 23:40:00	2012-12-05 00:15:00	Ep.33 - L'appuntamento	0
51317567	188493	1	2012-12-05 00:15:00	2012-12-05 00:20:00	Ep. 60 - Politica e	0
51317575	170790	1	2012-12-05 00:20:00	2012-12-05 01:15:00	5' Stagione Ep.13 -	0
51317582	170794	1	2012-12-05 01:15:00	2012-12-05 02:00:00	15' Stagione Ep.4 -	0
51342445	366490	1	2012-12-05 02:00:00	2012-12-05 02:10:00	'A Muso Duro', il brano	0
51317591	366480	1	2012-12-05 02:10:00	2012-12-05 02:30:00	4' Stagione Ep.9 - Una	0
51317599	366481	1	2012-12-05 02:30:00	2012-12-05 02:50:00	Ep. 9 - Per mostrare come	0
51342447	366490	1	2012-12-05 02:50:00	2012-12-05 02:55:00	'A Muso Duro', il brano	0
51317607	177197	1	2012-12-05 02:55:00	2012-12-05 03:20:00	Ep. 4 - Craig Busch e'	0
51317615	177197	1	2012-12-05 03:20:00	2012-12-05 03:40:00	Ep. 5 - Craig Busch e'	0
51342449	366490	1	2012-12-05 03:40:00	2012-12-05 03:50:00	'A Muso Duro', il brano	0
51342451	170791	1	2012-12-05 03:50:00	2012-12-05 04:35:00	7' Stagione Ep.10 - Due	0
51342439	209469	1	2012-12-05 04:35:00	2012-12-05 05:00:00	Ep. 2 - Frank Matano,	0
51317633	111247	1	2012-12-05 05:00:00	2012-12-05 05:35:00	Ep.33 - L'appuntamento	0
51317640	188493	1	2012-12-05 05:35:00	2012-12-05 05:45:00	Ep. 60 - Politica e	0
51317648	188493	1	2012-12-05 05:45:00	2012-12-05 05:50:00	Ep. 59 - Politica e	0
51317656	188493	1	2012-12-05 05:50:00	2012-12-05 06:00:00	Ep. 58 - Politica e	0
51317660	209469	1	2012-12-05 06:00:00	2012-12-05 06:25:00	Ep. 3 - Frank Matano,	0
51317664	177197	1	2012-12-05 06:25:00	2012-12-05 06:50:00	Ep. 5 - Craig Busch e'	0
51408976	366343	1	2012-12-05 06:50:00	2012-12-05 06:55:00	Una rubrica dedicata al	0
51317666	111247	1	2012-12-05 06:55:00	2012-12-05 07:30:00	Ep.33 - L'appuntamento	0
51317668	362411	1	2012-12-05 07:30:00	2012-12-05 08:00:00	Ep.33 - Alessandro	0
51317670	181483	1	2012-12-05 08:00:00	2012-12-05 08:50:00	7' Stagione Ep.10 - Il	0
51317672	366480	1	2012-12-05 08:50:00	2012-12-05 09:10:00	4' Stagione Ep.9 - Una	0
51317674	366481	1	2012-12-05 09:10:00	2012-12-05 09:30:00	Ep. 9 - Per mostrare come	0
51408964	366343	1	2012-12-05 09:30:00	2012-12-05 09:35:00	Una rubrica dedicata al	0
51317676	188493	1	2012-12-05 09:35:00	2012-12-05 09:45:00	Ep. 60 - Politica e	0
51317678	170794	1	2012-12-05 09:45:00	2012-12-05 10:35:00	15' Stagione Ep.4 -	0
51317680	170790	1	2012-12-05 10:35:00	2012-12-05 11:20:00	5' Stagione Ep.13 -	0
51408966	369081	1	2012-12-05 11:20:00	2012-12-05 11:30:00	Il videoclip di 'Un	0
51317682	111247	1	2012-12-05 11:30:00	2012-12-05 12:05:00	Ep.33 - L'appuntamento	0
51317684	362411	1	2012-12-05 12:05:00	2012-12-05 12:35:00	Ep.33 - Alessandro	0
51317686	188493	1	2012-12-05 12:35:00	2012-12-05 12:45:00	Ep. 60 - Politica e	0
51317688	170789	1	2012-12-05 12:45:00	2012-12-05 13:35:00	4' Stagione Ep.410 - 'The	0
51317690	366480	1	2012-12-05 13:35:00	2012-12-05 13:55:00	4' Stagione Ep.9 - Una	0
51317692	366481	1	2012-12-05 13:55:00	2012-12-05 14:15:00	Ep. 9 - Per mostrare come	0
51408978	366490	1	2012-12-05 14:15:00	2012-12-05 14:25:00	'A Muso Duro', il brano	0
51317694	111247	1	2012-12-05 14:25:00	2012-12-05 15:00:00	Ep.33 - L'appuntamento	0
51317696	362411	1	2012-12-05 15:00:00	2012-12-05 15:30:00	Ep.33 - Alessandro	0
51317698	368056	1	2012-12-05 15:30:00	2012-12-05 15:45:00	Joe Bastianich: Affari di	0
51317700	181483	1	2012-12-05 15:45:00	2012-12-05 16:35:00	7' Stagione Ep.11 - Il	0
51317702	368056	1	2012-12-05 16:35:00	2012-12-05 16:50:00	Bruno Barbieri: Chef a 7	0
51317704	188493	1	2012-12-05 16:50:00	2012-12-05 17:00:00	Ep. 60 - Politica e	0
51317706	177197	1	2012-12-05 17:00:00	2012-12-05 17:25:00	Ep. 6 - Craig Busch e'	0
51317708	170790	1	2012-12-05 17:25:00	2012-12-05 18:20:00	5' Stagione Ep.14 -	0
51317710	170794	1	2012-12-05 18:20:00	2012-12-05 19:10:00	15' Stagione Ep.5 -	0
51317712	226504	1	2012-12-05 19:10:00	2012-12-05 19:45:00	Ep.34 - L'appuntamento	0
51317714	362376	1	2012-12-05 19:45:00	2012-12-05 20:15:00	Ep.34 - Alessandro	0
51317716	366478	1	2012-12-05 20:15:00	2012-12-05 20:40:00	4' Stagione Ep.10 - A	0
51317718	366477	1	2012-12-05 20:40:00	2012-12-05 21:00:00	Home Cookin - Per	0
51317720	188675	1	2012-12-05 21:00:00	2012-12-05 21:10:00	Ep. 61 - Politica e	0
51317722	363729	1	2012-12-05 21:10:00	2012-12-05 22:00:00	Ep.6 - Gli otto	0
51317724	364082	1	2012-12-05 22:00:00	2012-12-05 22:50:00	1' Stagione Ep.6 - I	0
51317726	188493	1	2012-12-05 22:50:00	2012-12-05 23:00:00	Ep. 61 - Politica e	0
51317728	359421	1	2012-12-05 23:00:00	2012-12-05 23:45:00	1' Stagione Ep.10 - 'The	0
51317730	111247	1	2012-12-05 23:45:00	2012-12-06 00:15:00	Ep.34 - L'appuntamento	0
